number,bestOf,title,live,releaseDate,guests,earwolfUrl
555,FALSE,What A Wonderful WaterWorld,FALSE,2018-07-16,"['Cameron Esposito', 'Paul F. Tompkins', 'Matt Gourley']",https://www.earwolf.com/episode/what-a-wonderful-waterworld/
554,FALSE,Educainment Squad,FALSE,2018-07-09,"['Horatio Sanz', 'Thomas Middleditch']",https://www.earwolf.com/episode/educainment-squad/
553,FALSE,Let's Write On The White,FALSE,2018-07-02,"['Lakeith Stanfield', 'Ego Nwodim', 'Mary Sohn']",https://www.earwolf.com/episode/lets-write-on-the-white/
552,FALSE,"Hey, Keep Readin'",FALSE,2018-06-25,"['Weird Al Yankovic', 'Ryan Gaul', 'Edi Patterson']",https://www.earwolf.com/episode/hey-keep-readin/
551,FALSE,New to the Wax with The Sloppy Boys,FALSE,2018-06-18,"['Jon Gabrus', 'Shaun Diston', 'Mike Hanford', 'Tim Kalpakis', 'Jefferson Dutton']",https://www.earwolf.com/episode/new-to-the-wax-with-the-sloppy-boys/
550,FALSE,Cheesing Out The Wave D-Hole,FALSE,2018-06-11,"['Jason Mantzoukas', 'Andy Daly']",https://www.earwolf.com/episode/cheesing-out-the-wave-d-hole/
549,FALSE,Prom Womptacular,FALSE,2018-06-04,"['Jessica St. Clair', 'Lennon Parham', 'Brian Huskey', 'Paul Scheer']",https://www.earwolf.com/episode/prom-womptacular/
548,FALSE,Know What I'm Saying?,FALSE,2018-05-28,"['Gillian Jacobs', 'Paul F. Tompkins', 'Lamar Woods', 'Tawny Newsome']",https://www.earwolf.com/episode/know-what-im-saying/
547,FALSE,Johnny Pacquiao,FALSE,2018-05-21,"['John Mulaney', 'Seth Morris', 'Betsy Sodaro']",https://www.earwolf.com/episode/johnny-pacquiao/
546,FALSE,69 Show Pitches,FALSE,2018-05-17,"['Sean Clements', 'Hayes Davenport']",https://www.earwolf.com/episode/69-show-pitches/
545,FALSE,Casual High Technology with Wajatta,FALSE,2018-05-14,"['Reggie Watts', 'John Tejada', 'Jeremy Rowley', 'Alison Rich']",https://www.earwolf.com/episode/casual-high-technology-with-wajatta/
544,FALSE,On Script,FALSE,2018-05-08,"['Michael Ian Black', 'Nick Thune', 'Zac Oyama', 'Holly Prazoff']",https://www.earwolf.com/episode/on-script/
543,FALSE,The 9th Anniversary Show!,FALSE,2018-05-01,"['Sean Clements', 'Hayes Davenport', 'Lauren Lapkus', 'Paul F. Tompkins', 'Shaun Diston', 'Zeke Nicholson', 'Ego Nwodim', 'Madeline Walter']",https://www.earwolf.com/episode/the-9th-anniversary-show/
542,FALSE,Big Ben Minus Ten,FALSE,2018-04-24,"['Phoebe Robinson', 'Madeline Walter', 'Ronnie Adrian']",https://www.earwolf.com/episode/big-ben-minus-ten/
541,FALSE,Is That A Joke?,FALSE,2018-04-16,"['Thomas Middleditch', 'Ben Schwartz']",https://www.earwolf.com/episode/is-that-a-joke/
540,FALSE,Low Five,FALSE,2018-04-09,"['Jon Hamm', 'Paul F. Tompkins', 'Jessica McKenna', 'Zach Reino']",https://www.earwolf.com/episode/low-five/
539,FALSE,The Pointing Sisters,FALSE,2018-04-02,"[None, 'Neil Campbell', ""D'Arcy Carden""]",https://www.earwolf.com/episode/the-pointing-sisters/
538,FALSE,Ro…ller Co…aster O…ne,FALSE,2018-03-26,"['Chelsea Peretti', 'Matt Besser', 'Dhruv Uday Singh']",https://www.earwolf.com/episode/roller-coaster-one/
537,FALSE,Silly Cone Valley Poo Crew Minus One,FALSE,2018-03-19,"['Thomas Middleditch', 'Martin Starr']",https://www.earwolf.com/episode/silly-cone-valley-poo-crew-minus-one/
536,FALSE,Live from SXSW 2018,FALSE,2018-03-15,"['Tatiana Maslany', 'Jon Gabrus', 'Lauren Lapkus', 'Paul Scheer', 'James Adomian']",https://www.earwolf.com/episode/live-from-sxsw-2018/
535,FALSE,Niles Per Hour,FALSE,2018-03-12,"['Peter Serafinowicz', 'Griffin Newman', 'Shaun Diston', 'Natalie Palamides', 'Courtney Pauroso']",https://www.earwolf.com/episode/niles-per-hour/
534,FALSE,Solid As A Rock,FALSE,2018-03-05,"['Paul Rust', ""Claudia O'Doherty"", 'Carl Tart', 'Ego Nwodim']",https://www.earwolf.com/episode/solid-as-a-rock/
533,FALSE,"Is That Chocolate, Or What?",FALSE,2018-02-26,"['Weird Al Yankovic', 'Mary Holland', 'Mano Agapion']",https://www.earwolf.com/episode/is-that-chocolate-or-what/
532,FALSE,Everything Is Horrible and Wonderful,FALSE,2018-02-20,"['Stephanie Wittels Wachs', 'Will Hines', 'Paul F. Tompkins', 'Tawny Newsome']",https://www.earwolf.com/episode/everything-is-horrible-and-wonderful/
531,FALSE,Atmosphere Bully,FALSE,2018-02-12,"['Todd Glass', 'James Adomian', 'Nicole Byer']",https://www.earwolf.com/episode/atmosphere-bully/
530,FALSE,Zoom Zoom,FALSE,2018-02-05,"['Whitney Cummings', 'Jessica McKenna', 'Marques Ray']",https://www.earwolf.com/episode/zoom-zoom/
529,FALSE,Am I The What?,FALSE,2018-01-30,"['Patton Oswalt', 'Andy Daly', 'Mary Sohn']",https://www.earwolf.com/episode/am-i-the-what/
528,FALSE,This Is The Story of My Life,FALSE,2018-01-23,"['Natasha Leggero', 'Riki Lindhome', 'Zeke Nicholson', 'Drew Tarver']",https://www.earwolf.com/episode/this-is-the-story-of-my-life/
527,FALSE,Hootie Hoo,FALSE,2018-01-16,"['Ego Nwodim', 'Shaun Diston', 'Alison Rich']",https://www.earwolf.com/episode/hootie-hoo/
526,FALSE,Air Lift Me Out,FALSE,2018-01-09,"['Ben Schwartz', 'Horatio Sanz']",https://www.earwolf.com/episode/air-lift-me-out/
2017.4,TRUE,Best of 2017 Pt. 4,FALSE,2018-01-05,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2017-pt-4/
2017.3,TRUE,Best of 2017 Pt. 3,FALSE,2018-01-02,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2017-pt-3/
2017.2,TRUE,Best of 2017 Pt. 2,FALSE,2017-12-29,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2017-pt-2/
2017.1,TRUE,Best of 2017 Pt. 1 - Nagada: A Star Wars Story,FALSE,2017-12-26,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2017-pt-1-nagada-a-star-wars-story/
525,FALSE,2017 Holiday Spectacular,FALSE,2017-12-19,"['Mister Heavenly', 'Jason Mantzoukas', 'James Adomian', 'Lauren Lapkus', 'Jon Gabrus', 'Mike Hanford', 'Paul F. Tompkins', 'Carl Tart', 'Tawny Newsome', 'Drew Tarver']",https://www.earwolf.com/episode/2017-holiday-spectacular/
524,FALSE,Merry Chunky Christmas with Neil Patrick Harris,FALSE,2017-12-12,"['Neil Patrick Harris', 'Paul F. Tompkins', 'Shaun Diston']",https://www.earwolf.com/episode/merry-chunky-christmas-with-neil-patrick-harris/
523,FALSE,Chekhov's Phone,FALSE,2017-12-05,"['Jimmy Pardo', 'Drew Tarver', 'Ryan Rosenberg', 'Jon Mackey', 'Dan Lippert']",https://www.earwolf.com/episode/chekhovs-phone/
522,FALSE,Charlie's Bucket List,FALSE,2017-11-28,"['Sarah Silverman', 'Madeline Walter', 'Ego Nwodim', 'Paul F. Tompkins']",https://www.earwolf.com/episode/charlies-bucket-list/
521,FALSE,Bing Bong Goodbye,FALSE,2017-11-21,"['John Hodgman', 'Jon Gabrus', 'Lauren Lapkus', ""D'Arcy Carden""]",https://www.earwolf.com/episode/bing-bong-goodbye/
520,FALSE,Dead Body Rap,FALSE,2017-11-17,"['Rob Huebel', 'Will Hines', 'Alana Johnston']",https://www.earwolf.com/episode/dead-body-rap/
519,FALSE,Law O Ver Everything,FALSE,2017-11-14,"['John Early', 'Carl Tart', 'Zeke Nicholson']",https://www.earwolf.com/episode/law-o-ver-everything/
518,FALSE,Corn Dog Horndog,FALSE,2017-11-07,"['Jason Mantzoukas', 'Andy Daly']",https://www.earwolf.com/episode/corn-dog-horndog/
517,FALSE,Aha Moments with The National,FALSE,2017-10-31,"['The National', 'Brendon Small', 'Jessica McKenna']",https://www.earwolf.com/episode/aha-moments-with-the-national/
516,FALSE,Solo Bolo Cincolo,FALSE,2017-10-27,['Ben Schwartz'],https://www.earwolf.com/episode/solo-bolo-cincolo/
515,FALSE,Return to Suicide House Part 666,FALSE,2017-10-24,"['Brett Gelman', 'Jon Daly', 'Allan McLeod', 'Natalie Palamides', 'Nick Wiger', 'Caroline Anderson']",https://www.earwolf.com/episode/return-to-suicide-house-part-666/
514,FALSE,The Calvins Twins Return,FALSE,2017-10-17,"['Taran Killam', 'Paul Brittain', 'Ryan Gaul']",https://www.earwolf.com/episode/the-calvins-twins-return/
513,FALSE,Hobo Code,FALSE,2017-10-13,"['Patton Oswalt', 'Drew Tarver', 'Betsy Sodaro']",https://www.earwolf.com/episode/hobo-code/
512,FALSE,What's Your AIM?,FALSE,2017-10-10,"['Bobby Moynihan', 'Paul F. Tompkins']",https://www.earwolf.com/episode/whats-your-aim/
511,FALSE,Morzouksnick Interruption,FALSE,2017-10-03,"['Nick Kroll', 'Jason Mantzoukas', 'Seth Morris']",https://www.earwolf.com/episode/morzouksnick-interruption/
510,FALSE,Pound Foolish,FALSE,2017-09-26,"['Andy Samberg', 'Paul F. Tompkins', 'Drew Tarver']",https://www.earwolf.com/episode/pound-foolish/
509,FALSE,3 Witches and a Baby,FALSE,2017-09-19,"['Tig Notaro', 'Lauren Lapkus', 'Mary Holland', 'Erin Whitehead']",https://www.earwolf.com/episode/3-witches-and-a-baby/
508,FALSE,Beach Cheese,FALSE,2017-09-12,"['Nathan Fielder', 'Betsy Sodaro', 'Will Hines']",https://www.earwolf.com/episode/beach-cheese/
507,FALSE,Popcorn Costume,FALSE,2017-09-05,"['Cameron Esposito', 'Rhea Butcher', 'Paul F. Tompkins', 'Tawny Newsome']",https://www.earwolf.com/episode/popcorn-costume/
506,FALSE,Hot Tub Diarrhea,FALSE,2017-08-29,"['Chris Gethard', 'Mike Hanford', 'Madeline Walter']",https://www.earwolf.com/episode/hot-tub-diarrhea/
505,FALSE,Grass-Fed Bits,FALSE,2017-08-22,"['David Wain', 'Dan Wilson', 'Jordan Black', 'Tim Baltz']",https://www.earwolf.com/episode/grass-fed-bits/
504,FALSE,The Bigger the Percent the Better,FALSE,2017-08-18,['Brett Gelman'],https://www.earwolf.com/episode/the-bigger-the-percent-the-better/
503,FALSE,Reese's Feces,FALSE,2017-08-15,"['Andy Richter', 'Alison Rich', 'John Gemberling']",https://www.earwolf.com/episode/reeses-feces/
502,FALSE,Error 502,FALSE,2017-08-08,"['Joe Mande', 'James Adomian', 'Will Hines']",https://www.earwolf.com/episode/error-502/
501,FALSE,Manchester Orchestra's Kith and Kin,FALSE,2017-08-01,"['Andy Hull', 'Robert McDowell', 'Jessica McKenna', 'Zach Reino']",https://www.earwolf.com/episode/manchester-orchestras-kith-and-kin/
500,FALSE,The 500th Episode,FALSE,2017-07-25,"['Nick Kroll', 'Jason Mantzoukas', 'Lauren Lapkus', 'Jon Gabrus', 'Paul F. Tompkins', 'Mary Holland']",https://www.earwolf.com/episode/the-500th-episode/
499,FALSE,The Freak,FALSE,2017-07-17,"['Kyle Mooney', 'Paul Rust', 'Neil Campbell', 'Fran Gillespie']",https://www.earwolf.com/episode/the-freak/
498,FALSE,What That DOS,FALSE,2017-07-13,"['Flula  Borg', 'Jeremy Rowley', 'Brendon Small']",https://www.earwolf.com/episode/what-that-dos/
497,FALSE,Wait Awhile,FALSE,2017-07-10,"['Kumail Nanjiani', 'Emily V. Gordon', 'Horatio Sanz', 'Eliza Skinner']",https://www.earwolf.com/episode/wait-awhile/
496,FALSE,The Dream Lords,FALSE,2017-07-03,"['Andrea Savage', 'Jon Gabrus', 'Will Hines', 'Holly Prazoff']",https://www.earwolf.com/episode/the-dream-lords/
495,FALSE,Who CBBeefed?,FALSE,2017-06-29,"['Jason Mantzoukas', 'Mary Holland', 'Tim Baltz']",https://www.earwolf.com/episode/who-cbbeefed/
494,FALSE,Face Fox,FALSE,2017-06-26,"['Jon Hamm', 'Edgar Wright', 'Paul F. Tompkins', 'Jessica McKenna']",https://www.earwolf.com/episode/face-fox/
493,FALSE,King Garbage Dick,FALSE,2017-06-22,"['Nick Kroll', 'Anthony King', 'Seth Morris']",https://www.earwolf.com/episode/king-garbage-dick/
492,FALSE,Dashiki Fever,FALSE,2017-06-19,"['Jessica St. Clair', 'Lennon Parham']",https://www.earwolf.com/episode/dashiki-fever/
491,FALSE,Goo It,FALSE,2017-06-12,"['Rory Scovel', 'Mike Hanford', ""D'Arcy Carden""]",https://www.earwolf.com/episode/goo-it/
490,FALSE,Coma Pants,FALSE,2017-06-05,"['Lucia Aniello', 'Paul W. Downs', 'Zeke Nicholson', 'Carl Tart', 'Lamar Woods']",https://www.earwolf.com/episode/coma-pants/
489,FALSE,The Bajillion Dollar Propertie$ Elevator Pitch,FALSE,2017-05-29,"['Kulap Vilaysack', 'Paul F. Tompkins', 'Tim Baltz', 'Dan Ahdoot', 'Drew Tarver', 'Eugene Cordero', 'Mandell Maughan', 'Tawny Newsome']",https://www.earwolf.com/episode/the-bajillion-dollar-propertie-elevator-pitch/
488,FALSE,3 Kidnapped Boys,FALSE,2017-05-22,"['Al Madrigal', 'Alana Johnston', 'Alison Rich', 'Natalie Palamides']",https://www.earwolf.com/episode/3-kidnapped-boys/
487,FALSE,Genie Awareness,FALSE,2017-05-15,"['Haley Joel Osment', 'Ryan Gaul', 'Lauren Lapkus', 'Shaun Diston']",https://www.earwolf.com/episode/genie-awareness/
486,FALSE,Schwimm On In,FALSE,2017-05-08,"['Ron Funches', 'Nick Thune', 'Jon Daly', 'Jordan Black']",https://www.earwolf.com/episode/schwimm-on-in/
485,FALSE,The 8th Anniversary Show!,FALSE,2017-05-01,"['Jon Gabrus', 'Paul F. Tompkins', 'Lauren Lapkus', 'Zeke Nicholson', 'Carl Tart', 'Mary Holland', 'Mike Hanford', 'Jessica McKenna', 'Tawny Newsome', 'Tim Baltz']",https://www.earwolf.com/episode/the-8th-anniversary-show/
484,FALSE,Pre Chowder,FALSE,2017-04-24,"['Jason Mantzoukas', 'Jon Gabrus', 'Paul F. Tompkins']",https://www.earwolf.com/episode/pre-chowder/
483,FALSE,The 420 Show,FALSE,2017-04-20,"['Neil Campbell', 'Zeke Nicholson', 'Matt Besser']",https://www.earwolf.com/episode/the-420-show/
482,FALSE,Streahemoth,FALSE,2017-04-17,"['Joel Hodgson', 'Baron Vaughn', 'Jonah Ray', 'Horatio Sanz', 'Alison Rich']",https://www.earwolf.com/episode/strea-hemoth/
481,FALSE,Silly Con Valley Poo Crew 3,FALSE,2017-04-10,"['Thomas Middleditch', 'Kumail Nanjiani', 'Martin Starr']",https://www.earwolf.com/episode/silly-con-valley-poo-crew-3/
480,FALSE,Tooth of the Sea,FALSE,2017-04-06,"['Jane Lynch', 'Kate Mines', 'Paul Witten', 'Drew Tarver', 'Madeline Walter']",https://www.earwolf.com/episode/tooth-of-the-sea/
479,FALSE,The Bunn Process,FALSE,2017-04-03,"['Gerry Duggan', 'Paul Brittain', 'Kirby Howell-Baptiste']",https://www.earwolf.com/episode/the-bunn-process/
478,FALSE,Spank Me With A Feather!,FALSE,2017-03-27,"['Kristian Bruun', 'Tatiana Maslany', 'Paul F. Tompkins', 'Lauren Lapkus', 'Mary Holland']",https://www.earwolf.com/episode/spank-me-with-a-feather/
477,FALSE,Two Fingers Wide,FALSE,2017-03-23,"['American Football', 'Mike Hanford', 'Mary Holland', 'Tim Baltz']",https://www.earwolf.com/episode/two-fingers-wide/
476,FALSE,The Evigan Way,FALSE,2017-03-20,"['Ryan Gaul', 'Heidi Gardner', 'Jordan Black']",https://www.earwolf.com/episode/the-evigan-way/
475,FALSE,Prince and John Popper,FALSE,2017-03-13,"['Andy Daly', 'Jon Gabrus']",https://www.earwolf.com/episode/prince-and-john-popper/
474,FALSE,Liquid Meal Spheres,FALSE,2017-03-06,"['Gillian Jacobs', 'Paul Rust', 'Paul F. Tompkins']",https://www.earwolf.com/episode/liquid-meal-spheres/
473,FALSE,Tight Tort,FALSE,2017-02-27,"['Ben Schwartz', 'Thomas Middleditch']",https://www.earwolf.com/episode/tight-tort/
472,FALSE,"Pleats, Please!",FALSE,2017-02-23,"['Kurt Braunohler', 'Will Hines', 'Holly Prazoff']",https://www.earwolf.com/episode/pleats-please/
471,FALSE,"Shy By Nature, Outgoing By Nurture",FALSE,2017-02-20,"['Jason Mantzoukas', 'Kate Berlant', 'John Early']",https://www.earwolf.com/episode/shy-by-nature-outgoing-by-nurture/
470,FALSE,Electric Guest Are Masculine,FALSE,2017-02-13,"['Electric Guest', 'Mary Holland', 'Erin Whitehead']",https://www.earwolf.com/episode/electric-guest-are-masculine/
469,FALSE,Quiznos What QuizDid,FALSE,2017-02-06,"['John Hodgman', 'Zeke Nicholson', 'Carl Tart']",https://www.earwolf.com/episode/quiznos-what-quizdid/
468,FALSE,The Dream Method,FALSE,2017-01-30,"['Rachel Bloom', 'Jeremy Rowley', 'Anthony Atamanuik', 'Mike Hanford']",https://www.earwolf.com/episode/the-dream-method/
467,FALSE,TruLife TV,FALSE,2017-01-23,"['Paul Scheer', 'Michelle Biloon', ""Mike O'Brien""]",https://www.earwolf.com/episode/trulife-tv/
466,FALSE,Gossip Guy,FALSE,2017-01-16,"['Brendon Walsh', 'Randy Liedtke', 'Lauren Lapkus']",https://www.earwolf.com/episode/gossip-guy/
465,FALSE,Harsh Joe Pinions,FALSE,2017-01-09,"['Matt Besser', 'Jessica McKenna', 'Gil Ozeri']",https://www.earwolf.com/episode/harsh-joe-pinions/
464,FALSE,A Ton More Sexy,FALSE,2017-01-02,"['Ben Schwartz', 'Horatio Sanz']",https://www.earwolf.com/episode/a-ton-more-sexy/
2016.4,TRUE,Best of 2016 Pt. 4,FALSE,2016-12-29,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2016-pt-4/
2016.3,TRUE,Best of 2016 Pt. 3,FALSE,2016-12-26,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2016-pt-3/
2016.2,TRUE,Best of 2016 Pt. 2,FALSE,2016-12-22,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2016-pt-2/
2016.1,TRUE,Best of 2016 Pt. 1,FALSE,2016-12-19,['Paul F. Tompkins'],https://www.earwolf.com/episode/best-of-2016-pt-1/
463,FALSE,2016 Holiday Spectacular,FALSE,2016-12-12,"['Jason Mantzoukas', 'Jon Gabrus', 'Mike Hanford', 'Paul F. Tompkins', 'Tawny Newsome', 'Tim Baltz', 'Neil Campbell', 'Rhea Butcher', 'Will Hines', 'Ryan Gaul']",https://www.earwolf.com/episode/2016-holiday-spectacular/
462,FALSE,Breakin' Since the 30s,FALSE,2016-12-05,"['Nick Thune', 'Moshe Kasher', 'Lauren Lapkus']",https://www.earwolf.com/episode/breakin-since-the-30s/
461,FALSE,Tragedy Boom! Boom! with The Magic Tavern,FALSE,2016-12-01,"['Adal Rifai', 'Arnie Niekamp', 'Matt Young']",https://www.earwolf.com/episode/tragedy-boom-boom-with-the-magic-tavern/
460,FALSE,Persons of Interest,FALSE,2016-11-28,"['Weird Al Yankovic', 'Ryan Gaul', 'Jeremy Rowley', 'Drew Tarver']",https://www.earwolf.com/episode/persons-of-interest/
459,FALSE,Giamatti Gives Thanks,FALSE,2016-11-21,"['Maria Thayer', 'James Adomian', 'Tawny Newsome']",https://www.earwolf.com/episode/giamatti-gives-thanks/
458,FALSE,Solo Bolo Cuatrolo,FALSE,2016-11-17,['Ben Schwartz'],https://www.earwolf.com/episode/solo-bolo-cuatrolo/
457,FALSE,Prepare for the Quake,FALSE,2016-11-14,"['Michael Showalter', 'Paul Brittain', 'Jeremy Rowley']",https://www.earwolf.com/episode/prepare-the-quake/
456,FALSE,The Historic Rap,FALSE,2016-11-07,"['Jason Mantzoukas', 'Paul F. Tompkins']",https://www.earwolf.com/episode/the-historic-rap/
455,FALSE,The Washington Monugents Reunite,FALSE,2016-11-03,"['Bob Odenkirk', 'Rhea Butcher', 'Tim Kalpakis', 'Dave Ferguson', 'Mike Hanford', 'Eban Schletter']",https://www.earwolf.com/episode/the-washington-monugents-reunite/
454,FALSE,Return to Suicide House Part Tricks-or-Treats,FALSE,2016-10-31,"['Jon Daly', 'Allan McLeod', 'Paul Rust', 'Nick Wiger', 'Caroline Anderson']",https://www.earwolf.com/episode/return-to-suicide-house-part-tricks-or-treats/
453,FALSE,Unblocked and Unlocked,FALSE,2016-10-27,"['Johnny Pemberton', 'Eden Sher', 'Londale Theus Jr.']",https://www.earwolf.com/episode/unblocked-and-unlocked/
452,FALSE,Pow! Pow! Power Wheels!,FALSE,2016-10-24,"['Weird Al Yankovic', ""Claudia O'Doherty"", 'Jessica McKenna']",https://www.earwolf.com/episode/pow-pow-power-wheels/
451,FALSE,Wishing with The Grawlix,FALSE,2016-10-17,"['Ben Roy', 'Andrew Orvedahl', 'Lauren Lapkus', 'Brendon Small']",https://www.earwolf.com/episode/wishing-with-the-grawlix/
450,FALSE,Throw It On the Floor,FALSE,2016-10-13,"['Kyle Kinane', 'Horatio Sanz']",https://www.earwolf.com/episode/throw-it-on-the-floor/
449,FALSE,Nasty Lyrics,FALSE,2016-10-10,"['Paul F. Tompkins', 'Drew Tarver', 'Ryan Gaul', 'Mandell Maughan', 'Dan Ahdoot']",https://www.earwolf.com/episode/nasty-lyrics/
448,FALSE,Master of Horror,FALSE,2016-10-03,"['Robert Kirkman', 'Ryan Gaul', 'John Gemberling']",https://www.earwolf.com/episode/master-of-horror/
447,FALSE,These Are the Worst,FALSE,2016-09-26,"['Aya Cash', 'Kether Donohue', 'Zeke Nicholson', 'Kate Berlant']",https://www.earwolf.com/episode/these-are-the-worst/
446,FALSE,Scrounging and Lounging,FALSE,2016-09-19,"['Tatiana Maslany', 'Kristian Bruun', 'Mary Holland', 'Paul F. Tompkins']",https://www.earwolf.com/episode/scrounging-and-lounging/
445,FALSE,Sully Goose,FALSE,2016-09-15,"['Michelle Biloon', 'Paul F. Tompkins']",https://www.earwolf.com/episode/sully-goose/
444,FALSE,Mind Your Please and Questions,FALSE,2016-09-12,"['Tig Notaro', 'Mike Hanford', 'Drew Tarver']",https://www.earwolf.com/episode/mind-your-please-and-questions/
443,FALSE,This Is Your Boy Troy,FALSE,2016-09-05,"['Adam Scott', 'Will Hines', 'Jessica McKenna']",https://www.earwolf.com/episode/this-is-your-boy-troy/
442,FALSE,Atlantis Dire Warning,FALSE,2016-08-29,"['Andy Daly', 'Jeremy Rowley']",https://www.earwolf.com/episode/atlantis-dire-warning/
441,FALSE,Your Cousin Marvin,FALSE,2016-08-22,"['Jason Mantzoukas', 'Carl Tart', 'Neil Campbell']",https://www.earwolf.com/episode/your-cousin-marvin/
440,FALSE,Pop-TarTender,FALSE,2016-08-15,"['Todd Glass', 'Jon Gabrus', 'Matt Besser']",https://www.earwolf.com/episode/pop-tartender/
439,FALSE,It's Great (An Improv Team),FALSE,2016-08-11,"['Adam Pally', 'Nick Kroll']",https://www.earwolf.com/episode/its-great/
438,FALSE,Hair Take It,FALSE,2016-08-08,"['Cameron Esposito', 'Rhea Butcher', 'Paul F. Tompkins']",https://www.earwolf.com/episode/hair-take-it/
437,FALSE,Fart Face Fuckers 2,FALSE,2016-08-01,"['Mike Birbiglia', 'Horatio Sanz', 'Mary Holland']",https://www.earwolf.com/episode/fart-face-fuckers-2/
436,FALSE,Rich Mind Vain,FALSE,2016-07-25,"['Sean Clements', 'Chris Tallman', 'Eliza Skinner']",https://www.earwolf.com/episode/rich-mind-vain/
435,FALSE,Jim Gaffigan Says No,FALSE,2016-07-18,"['Jim Gaffigan', 'Eugene Cordero', 'Will Hines']",https://www.earwolf.com/episode/jim-gaffigan-says-no/
434,FALSE,Doubt About That,FALSE,2016-07-14,"['Brent Weinbach', 'Brendon Small', 'Erin Whitehead']",https://www.earwolf.com/episode/doubt-about-that/
433,FALSE,Government Pizza,FALSE,2016-07-11,"['Aparna Nancherla', 'Jeremy Rowley', 'Ryan Gaul']",https://www.earwolf.com/episode/government-pizza/
432,FALSE,Dana Carvey's Micro-Impressions,FALSE,2016-07-04,"['Dana Carvey', 'John Gemberling', 'Drew Tarver']",https://www.earwolf.com/episode/dana-carvey-micro-impressions/
431,FALSE,Ghost Pets Are Liars,FALSE,2016-06-30,"['Brett Gelman', ""Mike O'Brien"", 'Tawny Newsome']",https://www.earwolf.com/episode/ghost-pets-are-liars/
430,FALSE,Man Veils,FALSE,2016-06-27,"['Kristian Bruun', 'Jessica McKenna', 'Zeke Nicholson']",https://www.earwolf.com/episode/man-veils/
429,FALSE,Almost Mandatory,FALSE,2016-06-20,"['Jason Mantzoukas', 'Thomas Middleditch']",https://www.earwolf.com/episode/almost-mandatory/
428,FALSE,Get Donk'd,FALSE,2016-06-16,"['Rhys Darby', 'Mary Holland', 'Londale Theus Jr.']",https://www.earwolf.com/episode/get-donkd/
427,FALSE,True Russian Facts,FALSE,2016-06-13,"['Natasha Leggero', 'Riki Lindhome', 'Dan Mangan', 'Craig Cackowski']",https://www.earwolf.com/episode/true-russian-facts/
426,FALSE,Schwartz & Schwarts,FALSE,2016-06-06,"['Ben Schwartz', 'Horatio Sanz']",https://www.earwolf.com/episode/schwartz-schwarts/
425,FALSE,Sunday Afternoon Taped,FALSE,2016-06-02,"['Andy Samberg', ""Claudia O'Doherty"", 'Nick Kroll']",https://www.earwolf.com/episode/sunday-afternoon-taped/
424,FALSE,Almost Parasites,FALSE,2016-05-30,"['Weird Al Yankovic', 'Drew Tarver', 'Kate Berlant']",https://www.earwolf.com/episode/almost-parasites/
423,FALSE,Time Bobby 4,FALSE,2016-05-23,"['Bobby Moynihan', 'Paul F. Tompkins']",https://www.earwolf.com/episode/time-bobby-4/
422,FALSE,The WoodyVerse,FALSE,2016-05-19,"['Chris Gethard', 'Anthony Atamanuik', 'Connor Ratliff', ""Shannon O'Neill""]",https://www.earwolf.com/episode/the-woodyverse/
421,FALSE,I Got Your Results,FALSE,2016-05-16,"['Maria Bamford', 'Will Hines']",https://www.earwolf.com/episode/i-got-your-results/
420,FALSE,Todd Is Too High with Rogue Wave,FALSE,2016-05-09,"['Rogue Wave', 'Haley Joel Osment', 'Lauren Lapkus']",https://www.earwolf.com/episode/todd-is-too-high-rogue-wave/
419,FALSE,The 7th Anniversary Show!,FALSE,2016-05-02,"['Jason Mantzoukas', 'Paul F. Tompkins', 'Horatio Sanz', 'Neil Campbell', 'Mike Hanford', 'Tim Baltz', 'Drew Tarver']",https://www.earwolf.com/episode/the-7th-anniversary-show/
418,FALSE,Paul Reiser and The Apple Tree,FALSE,2016-04-28,"['Paul Reiser', 'Brendon Small']",https://www.earwolf.com/episode/paul-reiser-apple-tree/
417,FALSE,The 3 Year Diet,FALSE,2016-04-25,"['Shane Torres', 'Tim Baltz', 'Ryan Gaul']",https://www.earwolf.com/episode/the-3-year-diet/
416,FALSE,Silicone Bralley Poo Crew,FALSE,2016-04-18,"['Thomas Middleditch', 'Martin Starr', 'Kumail Nanjiani']",https://www.earwolf.com/episode/silicone-bralley-poo-crew/
415,FALSE,The Longest Pig Pile,FALSE,2016-04-14,"['Rob Corddry', 'Jon Gabrus', 'Brian Huskey', 'Erinn Hayes']",https://www.earwolf.com/episode/the-longest-pig-pile/
414,FALSE,Hollywood Handbook Comedy! (Hollywood Edition),FALSE,2016-04-11,"['Sean Clements', 'Hayes Davenport']",https://www.earwolf.com/episode/hollywood-handbook-comedy/
413,FALSE,Cranking It to Coldplay,FALSE,2016-04-07,"['Tom Scharpling', 'Jon Daly']",https://www.earwolf.com/episode/cranking-it-to-coldplay/
